Feature ID	Taxon	Consensus
TAX_1	Alveolata;Ciliophora;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;Mesodinium pulex	1
TAX_2	Alveolata;Ciliophora;Spirotrichea;Tintinnida;Ptychocylididae;Favella;Favella ehrenbergii	1
TAX_3	Alveolata;Dinophyta;Dinophyceae;Gonyualacales;Crypthecodiniacea;Crypthecodinium;Crypthecodinium cohnii	1
TAX_4	Alveolata;Dinophyta;Dinophyceae;Gonyualacales;Goniodomataceae;Alexandrium;Alexandrium tamarense	1
TAX_5	Alveolata;Dinophyta;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium;Pelagodinium bii	1
TAX_6	Alveolata;Dinophyta;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella glacialis	1
TAX_7	Cryptophyta;Cryptophyta;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Hemiselmis;Hemiselmis rufescens	1
TAX_8	Cryptophyta;Cryptophyta;Cryptophyceae;Pyrenomonadales;Geminigeracea;Geminigera;Geminigera sp.	1
TAX_9	Haptophyta;Haptophyta;Prymnesiophyceae;Coccolithales;Coccolithaceae;Coccolithus;Coccolithus pelagicusssp.braarudi	1
TAX_10	Haptophyta;Haptophyta;Prymnesiophyceae;Isochrysidales;Isochrysidaceae;Isochrysis;Isochrysis sp.	1
TAX_11	Haptophyta;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi	1
TAX_12	Haptophyta;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Gephyrocapsa;Gephyrocapsa oceanica	1
TAX_13	Haptophyta;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis antarctica	1
TAX_14	Haptophyta;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis cordata	1
TAX_15	Haptophyta;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystacear;Phaeocystis;Phaeocystis sp.	1
TAX_16	Haptophyta;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Chrysochromulina;Chrysochromulina brevifilum	1
TAX_17	Haptophyta;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Chrysochromulina;Chrysochromulina ericina	1
TAX_18	Haptophyta;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Chrysochromulina;Chrysochromulina polylepis	1
TAX_19	Haptophyta;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Chrysochromulina;Chrysochromulina rotalis	1
TAX_20	Haptophyta;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Imantonia;Imantonia sp.	1
TAX_21	Opisthokonta;Sarcomastigophora;Zoomastigophora;Choanoflagellida;Acanthoecidae;Acanthoeca-like;Acanthoeca-like sp.	1
TAX_22	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;Fragilariopsis kerguelensis	1
TAX_23	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia sp.	1
TAX_24	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia australis	1
TAX_25	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia delicatissima	1
TAX_26	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fraudulenta	1
TAX_27	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia heimii	1
TAX_28	Stramenopila;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia pungens	1
TAX_29	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros neogracile	1
TAX_30	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros sp.	1
TAX_31	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	1
TAX_32	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Lithodesmidales;Lithodesmiaceae;Ditylum;Ditylum brightwellii	1
TAX_33	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;Proboscia inermis	1
TAX_34	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Minutocellus;Minutocellus polymorphus	1
TAX_35	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema costatum	1
TAX_36	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema japonicum	1
TAX_37	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Thalassiosira;Thalassiosira miniscula	1
TAX_38	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Thalassiosira;Thalassiosira oceanica	1
TAX_39	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Thalassiosira;Thalassiosira rotula	1
TAX_40	Stramenopila;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemaceae;Thalassiosira;Thalassiosira sp.	1
TAX_41	Stramenopila;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asterionellopsis;Asterionellopsis glacialis	1
TAX_42	Stramenopila;Bacillariophyta;Fragilariophyceae;Thalassionematales;Thalassionemataceae;Thalassionema;Thalassionema nitzschioides	1
TAX_43	Stramenopila;Ochrophyta;Dictyochophyceae;Dictyochales;Dictyochaceae;Dictyocha;Dictyocha speculum	1
TAX_44	Stramenopila;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciellales;Florenciella;Florenciella parvula	1
TAX_45	Stramenopila;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciellales;Florenciella;Florenciella sp.	1
TAX_46	Stramenopila;Ochrophyta;Dictyochophyceae;Florenciellales;Florenciellalesincertaesedis;Florenciella;Florenciella parvula	1
TAX_47	Stramenopila;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas;Pelagomonas calceolata	1
TAX_48	Stramenopila;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonodaceae;Aureococcus;Aureococcus anophagefferens	1
TAX_49	Stramenopila;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonodaceae;Pelagococcus;Pelagococcus subviridis	1
TAX_50	Stramenopila;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonodaceae;Pelagomonas;Pelagomonas calceolata	1
TAX_51	Stramenopila;Ochrophyta;Pelagophyceae;unassigned;Unknown;Unidentifiedeukaryote;Unidentifiedeukaryote sp.	1
TAX_52	Stramenopila;Ochrophyta;Pinguiophyceae;Pinguiochrysidales;Pinguiochrysidaceae;Phaeomonas;Phaeomonas parva	1
TAX_53	Stramenopila;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	1
TAX_54	Unknown;Unknown;Unknown;Unknown;Unknown;Unidentifiedeukaryote;Unidentifiedeukaryote sp.	1
TAX_55	Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	1
TAX_56	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	1
TAX_57	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Bathycoccus;Bathycoccus prasinos	1
TAX_58	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla	1
TAX_59	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.	1
TAX_60	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Ostreococcus;Ostreococcus lucimarinus	1
TAX_61	Viridiplantae;Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae;Ostreococcus;Ostreococcus mediterraneus	1
TAX_62	Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pycnococcaceae;Prasinoderma;Prasinoderma singularis	1
TAX_63	Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii	1
TAX_64	Viridiplantae;Chlorophyta;Prasinophyceae;Pseudoscourfieldiales;Pyncnococcaceae;Pycnococcus;Pycnococcus sp	1
TAX_65	Viridiplantae;Chlorophyta;Trebouxiophyceae;unassigned;Trebouxiophyceaeincertaesedis;Picochlorum;Picochlorum sp.	1
TAX_66	Archaea;Thermoplasmatota;Poseidoniia;MGIII;CG-Epi1;CG-Epi1;CG-Epi1 sp002497685	1
TAX_67	Archaea;Thermoplasmatota;Poseidoniia;MGIII;CG-Epi1;CG-Epi1;CG-Epi1 sp014240055	1
TAX_68	Archaea;Thermoplasmatota;Poseidoniia;MGIII;CG-Epi1;CG-Epi1;CG-Epi1 sp014240255	1
TAX_69	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-K1;MGIIa-K1 sp002701145	1
TAX_70	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-K1;MGIIa-K1 sp009936765	1
TAX_71	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp000246735	1
TAX_72	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp002172355	1
TAX_73	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp002495535	1
TAX_74	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp002502605	1
TAX_75	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp002688825	1
TAX_76	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp002726395	1
TAX_77	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp003602605	1
TAX_78	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp003602645	1
TAX_79	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp009887095	1
TAX_80	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp009887195	1
TAX_81	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp009937025	1
TAX_82	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp018659375	1
TAX_83	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp018667575	1
TAX_84	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp018691345	1
TAX_85	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L1;MGIIa-L1 sp018701175	1
TAX_86	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L2;MGIIa-L2 sp009887135	1
TAX_87	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L2;MGIIa-L2 sp016777125	1
TAX_88	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L2;MGIIa-L2 sp018645535	1
TAX_89	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L2;MGIIa-L2 sp018666575	1
TAX_90	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;MGIIa-L3;MGIIa-L3 sp002496845	1
TAX_91	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;Poseidonia;Poseidonia sp002726495	1
TAX_92	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;Poseidonia;Poseidonia sp018662715	1
TAX_93	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Poseidoniaceae;Poseidonia;Poseidonia sp8339u	1
TAX_94	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-N1;MGIIb-N1 sp002497295	1
TAX_95	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-N2;MGIIb-N2 sp002506875	1
TAX_96	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O1;MGIIb-O1 sp002457595	1
TAX_97	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O1;MGIIb-O1 sp002497895	1
TAX_98	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O1;MGIIb-O1 sp8684u	1
TAX_99	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp002494975	1
TAX_100	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp002495525	1
TAX_101	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp002498985	1
TAX_102	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp002685315	1
TAX_103	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp016777225	1
TAX_104	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp902511005	1
TAX_105	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O2;MGIIb-O2 sp902514485	1
TAX_106	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp002457155	1
TAX_107	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp002503285	1
TAX_108	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp002683155	1
TAX_109	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp002731195	1
TAX_110	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp003602515	1
TAX_111	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O3;MGIIb-O3 sp014239955	1
TAX_112	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O5;MGIIb-O5 sp002496725	1
TAX_113	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O5;MGIIb-O5 sp002497985	1
TAX_114	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O5;MGIIb-O5 sp002499345	1
TAX_115	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O5;MGIIb-O5 sp002506825	1
TAX_116	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-O5;MGIIb-O5 sp002726275	1
TAX_117	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;MGIIb-P;MGIIb-P sp002457195	1
TAX_118	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;Thalassarchaeum;Thalassarchaeum sp002457605	1
TAX_119	Archaea;Thermoplasmatota;Poseidoniia;Poseidoniales;Thalassarchaeaceae;Thalassarchaeum;Thalassarchaeum sp014240285	1
TAX_120	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus brevis	1
TAX_121	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp000402075	1
TAX_122	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp013390745	1
TAX_123	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp013390785	1
TAX_124	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp018647405	1
TAX_125	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp018691945	1
TAX_126	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopelagicus;Nitrosopelagicus sp902512865	1
TAX_127	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus catalinensis	1
TAX_128	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp001437625	1
TAX_129	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp001541925	1
TAX_130	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp002690535	1
TAX_131	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp902514095	1
TAX_132	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp902514275	1
TAX_133	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp905612485	1
TAX_134	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrosopumilaceae;Nitrosopumilus;Nitrosopumilus sp905616385	1
TAX_135	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;UBA8438;DTWD01;DTWD01 sp012963185	1
TAX_136	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Casp-actino5;Casp-actino5 sp001510385	1
TAX_137	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Casp-actino5;Casp-actino5 sp002501485	1
TAX_138	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Casp-actino5;Casp-actino5 sp012269985	1
TAX_139	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter_A;Ilumatobacter_A sp002711735	1
TAX_140	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter_A;Ilumatobacter_A sp018666235	1
TAX_141	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter_A;Ilumatobacter_A sp905480335	1
TAX_142	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G1;MedAcidi-G1 sp000817085	1
TAX_143	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G1;MedAcidi-G1 sp002299135	1
TAX_144	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G1;MedAcidi-G1 sp002716285	1
TAX_145	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G1;MedAcidi-G1 sp002729765	1
TAX_146	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G2B;MedAcidi-G2B sp000817115	1
TAX_147	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;MedAcidi-G2B;MedAcidi-G2B sp902634555	1
TAX_148	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;S20-B6;S20-B6 sp002699725	1
TAX_149	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;UBA9410;UBA9410 sp002714485	1
TAX_150	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;UBA9410;UBA9410 sp003541675	1
TAX_151	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1;UBA9410;UBA9410 sp014237715	1
TAX_152	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;TK06;MedAcidi-G3;MedAcidi-G3 sp000817105	1
TAX_153	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;TK06;MedAcidi-G3;MedAcidi-G3 sp002722565	1
TAX_154	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;TK06;UBA2110;UBA2110 sp014239555	1
TAX_155	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;TK06;UBA9040;UBA9040 sp002731665	1
TAX_156	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;TK06;UBA9040;UBA9040 sp905477545	1
TAX_157	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA10347;UBA10347;UBA10347 sp003485885	1
TAX_158	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA11606;UBA11606;UBA11606 sp002729125	1
TAX_159	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA11606;UBA11606;UBA11606 sp018699415	1
TAX_160	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8592;UBA8592;UBA8592 sp002171605	1
TAX_161	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8592;UBA8592;UBA8592 sp002341185	1
TAX_162	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8592;UBA8592;UBA8592 sp002703045	1
TAX_163	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8592;UBA8592;UBA8592 sp002709645	1
TAX_164	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Actinomarina;Actinomarina sp002169115	1
TAX_165	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Actinomarina;Actinomarina sp002308095	1
TAX_166	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Actinomarina;Actinomarina sp002683085	1
TAX_167	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Actinomarina;Actinomarina sp014239265	1
TAX_168	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Actinomarina;Actinomarina sp014384285	1
TAX_169	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Aquiluna;Aquiluna sp016780945	1
TAX_170	Bacteria;Actinobacteriota;Actinomycetia;Nanopelagicales;GCA-2699445;GCA-2699445;GCA-2699445 sp002699445	1
TAX_171	Bacteria;Actinobacteriota;Actinomycetia;Nanopelagicales;S36-B12;S36-B12;S36-B12 sp002729215	1
TAX_172	Bacteria;Actinobacteriota;Actinomycetia;Nanopelagicales;S36-B12;S36-B12;S36-B12 sp012103605	1
TAX_173	Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes	1
TAX_174	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082;GCA-002708315;GCA-002708315 sp002708315	1
TAX_175	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;Aureispira sp905480485	1
TAX_176	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;UBA1994;UBA1994 sp002335865	1
TAX_177	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;UBA8649;JAFMKE01;JAFMKE01 sp016777395	1
TAX_178	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;UBA4465;UBA4465 sp002292365	1
