,1903c111_10m_1,1903c111_10m_2,1903c111_10m_3,1903c117_50m_1,1903c117_50m_2,1903c117_50m_3,1903c118_23m_2,1903c118_23m_3,1903c119_11m_2,1903c119_11m_3,1903c122_28m_1,1903c122_28m_2,1903c122_28m_3,1903c123_10m_1,1903c123_10m_2,1903c123_10m_3,1903c124_15m_1,1903c124_15m_2,1903c124_15m_3,1903c126_45m_1,1903c126_45m_2,1903c126_45m_3,1903c127_7m_1,1903c127_7m_2,1903c127_7m_3,1903c129_26m_1,1903c129_26m_2,1903c129_26m_3,1903c144_13m_2,1903c144_13m_3,Las19c107_10m_1,Las19c107_10m_2,Las19c107_10m_3,Las19c135_5m_1,Las19c135_5m_2,Las19c135_5m_3,Las19c138_27m_1,Las19c138_27m_3
TAX_445,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,0
TAX_446,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0
TAX_447,0,0,0,0,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_448,53000,0,0,0,0,238000,0,0,0,0,69000,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,88000,51000
TAX_449,0,0,0,0,0,109000,0,0,0,0,0,0,0,0,0,0,0,0,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_450,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_451,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0
TAX_453,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,0
TAX_454,0,0,0,0,0,356000,0,0,0,0,59000,0,0,0,0,0,0,0,208000,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,144000,0
TAX_455,0,0,0,0,0,77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_456,66000,0,0,0,0,402000,0,0,0,0,109000,0,0,0,0,0,0,0,160000,0,0,59000,202000,197000,0,71000,0,0,392000,0,93000,0,0,155000,256000,0,214000,83000
TAX_457,563000,346000,0,385000,235000,1251000,248000,0,164000,185000,882000,91000,0,83000,63000,0,189000,177000,1151000,177000,166000,508000,655000,581000,0,457000,156000,0,565000,0,779000,274000,0,378000,670000,191000,889000,757000
TAX_458,94000,71000,0,50000,0,446000,56000,0,0,0,136000,0,0,0,0,0,0,0,366000,0,0,67000,0,0,0,127000,0,0,101000,0,132000,0,0,0,74000,0,308000,100000
TAX_459,0,0,0,0,0,172000,0,0,0,0,0,0,0,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_460,0,0,0,0,0,104000,0,0,0,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,0
TAX_461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_462,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_463,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_464,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_466,0,0,0,0,0,117000,0,0,0,0,0,0,0,0,0,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0
TAX_467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,53000,0
TAX_468,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_469,0,0,0,0,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_471,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_472,161000,96000,0,121000,81000,916000,58000,0,0,0,459000,0,0,0,0,0,52000,0,323000,0,0,60000,158000,159000,0,135000,0,0,136000,0,257000,66000,0,102000,161000,0,353000,111000
TAX_473,0,0,0,0,0,157000,0,0,0,0,124000,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,53000,0
TAX_474,0,60000,0,0,0,130000,0,0,0,0,74000,112000,0,0,0,0,0,0,0,65000,66000,0,86000,73000,0,111000,123000,0,146000,0,0,0,0,166000,107000,0,110000,0
TAX_475,0,52000,0,0,0,147000,0,0,0,0,91000,101000,0,0,0,0,0,0,0,56000,83000,0,0,0,0,85000,103000,0,0,0,0,0,0,0,0,0,118000,0
TAX_476,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,80000,101000,0,0,0,0,86000,160000,0,0,0,0,0,0,0,0,0,94000,0
TAX_477,269000,267000,0,185000,142000,912000,81000,0,121000,0,698000,799000,0,127000,87000,0,78000,60000,127000,313000,324000,0,251000,214000,0,394000,472000,0,190000,0,376000,184000,0,378000,250000,0,451000,70000
TAX_478,452000,455000,0,281000,89000,604000,139000,0,76000,0,448000,486000,0,206000,124000,0,147000,90000,306000,582000,625000,0,145000,116000,0,645000,718000,0,97000,0,272000,283000,0,213000,138000,0,750000,117000
TAX_479,826000,892000,0,407000,208000,1701000,191000,0,245000,0,1588000,1540000,0,322000,218000,0,246000,141000,211000,654000,693000,0,718000,660000,0,998000,1151000,0,357000,0,571000,381000,0,805000,657000,0,1070000,105000
TAX_480,0,0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,105000,0
TAX_481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0
TAX_482,84000,120000,0,0,0,158000,104000,0,0,0,121000,261000,0,0,0,0,0,0,71000,277000,320000,0,0,0,0,298000,596000,0,0,0,0,0,0,0,0,0,174000,0
TAX_483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0
TAX_484,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,0,0,0,0,0,0
TAX_485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0
TAX_486,176000,91000,0,145000,80000,698000,131000,0,0,0,252000,0,0,0,0,0,59000,60000,395000,63000,56000,75000,70000,0,0,274000,83000,0,120000,0,393000,101000,0,54000,69000,0,783000,170000
TAX_487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0
TAX_488,1627000,1482000,0,1645000,1357000,2028000,565000,0,1603000,1470000,1951000,1003000,0,1480000,1352000,0,1775000,1708000,142000,74000,68000,423000,1872000,1846000,0,1214000,634000,312000,1813000,0,1915000,1667000,0,1771000,1894000,240000,1423000,1111000
TAX_489,196000,235000,0,376000,179000,1375000,0,0,221000,917000,372000,377000,0,359000,221000,0,243000,196000,0,0,51000,1328000,323000,293000,0,282000,318000,371000,448000,75000,581000,402000,0,533000,352000,965000,385000,1609000
TAX_490,944000,752000,0,1227000,765000,2088000,358000,0,1002000,991000,1369000,350000,0,1148000,1015000,0,1508000,1363000,79000,0,0,165000,1377000,1271000,0,548000,214000,148000,1317000,0,2066000,1484000,0,1312000,1465000,406000,985000,346000
TAX_491,0,50000,0,81000,0,274000,0,0,75000,233000,0,94000,0,257000,232000,58000,187000,177000,0,0,0,0,52000,0,0,0,0,98000,51000,0,287000,269000,0,64000,0,0,0,0
TAX_492,0,0,0,393000,230000,172000,0,0,423000,1090000,0,0,0,1302000,1137000,348000,1062000,929000,0,0,0,0,0,0,0,0,0,572000,0,0,1382000,1278000,0,0,0,173000,0,67000
TAX_493,72000,80000,0,0,0,591000,0,0,0,92000,65000,0,0,58000,50000,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,66000,66000,0,0,0,0,0,112000
TAX_494,53000,0,0,0,0,58000,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,95000,76000,0,0,0,0,139000,0
TAX_495,0,0,0,0,0,0,0,0,0,0,0,0,0,159000,118000,0,124000,80000,0,0,0,0,0,0,0,0,0,0,79000,0,167000,106000,0,0,0,0,84000,0
TAX_496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000
TAX_497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_498,462000,492000,0,500000,261000,1284000,0,0,380000,423000,588000,839000,0,1124000,843000,0,883000,615000,0,82000,82000,1577000,464000,441000,0,559000,877000,95000,532000,0,1168000,876000,0,725000,581000,75000,1602000,837000
TAX_499,0,0,0,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136000
TAX_500,172000,126000,0,146000,70000,473000,0,0,0,0,200000,0,0,55000,0,0,68000,60000,234000,97000,106000,163000,0,0,0,217000,86000,0,102000,0,471000,171000,0,0,0,0,1079000,52000
TAX_501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,226000,0
TAX_502,122000,109000,0,82000,0,224000,0,0,0,0,114000,57000,0,74000,53000,0,83000,51000,52000,0,0,0,55000,0,0,102000,51000,0,100000,0,212000,91000,0,73000,66000,0,662000,0
TAX_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0
TAX_504,0,0,0,0,0,55000,0,0,0,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_505,2431000,2296000,0,2205000,1378000,3184000,404000,0,1969000,1530000,2814000,2788000,0,2327000,1932000,168000,1944000,1514000,136000,372000,453000,2822000,2244000,2197000,0,2299000,2382000,868000,1755000,84000,2764000,2413000,0,2753000,2388000,1104000,2622000,2955000
TAX_506,75000,68000,0,80000,0,175000,0,0,53000,0,100000,107000,0,81000,56000,0,58000,51000,0,0,0,112000,72000,72000,0,77000,87000,0,0,0,116000,85000,0,103000,80000,0,112000,115000
TAX_507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_508,146000,81000,0,82000,0,204000,54000,0,0,0,128000,0,0,0,0,0,0,0,79000,80000,71000,197000,0,0,0,236000,123000,0,0,0,183000,77000,0,50000,0,0,360000,197000
TAX_509,236000,158000,0,0,0,293000,0,0,0,0,71000,0,0,0,0,0,0,0,133000,104000,127000,133000,0,0,0,367000,222000,0,0,0,110000,50000,0,0,0,0,562000,304000
TAX_510,226000,173000,0,83000,0,417000,77000,0,0,0,158000,0,0,0,0,0,0,0,271000,135000,127000,190000,0,0,0,350000,173000,0,0,0,237000,84000,0,0,0,0,505000,259000
TAX_511,50000,0,0,0,0,1778000,0,0,0,243000,382000,600000,0,0,0,0,0,0,0,0,0,223000,127000,159000,0,110000,177000,207000,164000,0,0,0,0,380000,243000,0,53000,1351000
TAX_512,736000,781000,0,705000,499000,1057000,87000,0,823000,437000,800000,916000,0,807000,732000,0,716000,634000,0,0,0,422000,815000,793000,0,505000,708000,243000,543000,0,893000,860000,0,923000,902000,291000,395000,846000
TAX_513,69000,78000,0,0,0,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,77000,0,0,0,0,128000,93000,0,0,0,58000,0,0,0,0,0,327000,0
TAX_514,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,90000,0,54000,50000,0,113000,72000,0,0,51000
TAX_515,129000,130000,0,126000,68000,243000,0,0,139000,56000,131000,165000,0,163000,128000,0,134000,104000,0,0,0,113000,144000,144000,0,88000,146000,0,114000,0,190000,179000,0,191000,152000,0,98000,205000
TAX_516,246000,259000,0,153000,90000,584000,0,0,116000,102000,319000,385000,0,249000,185000,0,216000,172000,0,0,0,91000,657000,626000,0,240000,424000,62000,734000,0,456000,351000,0,1164000,805000,50000,133000,706000
TAX_517,0,0,0,64000,0,1811000,0,0,58000,1154000,402000,592000,0,117000,83000,374000,84000,65000,0,0,0,0,60000,70000,0,75000,148000,519000,126000,70000,156000,157000,0,133000,93000,522000,0,1195000
TAX_518,116000,100000,0,348000,140000,2662000,0,50000,247000,2762000,740000,1076000,0,958000,742000,803000,666000,575000,0,0,0,198000,220000,257000,0,258000,353000,2334000,304000,335000,1037000,985000,0,436000,293000,1151000,0,2382000
TAX_519,357000,355000,0,258000,91000,2751000,56000,0,151000,3235000,584000,919000,0,667000,517000,935000,511000,453000,0,179000,215000,741000,225000,282000,0,249000,310000,2462000,249000,333000,750000,717000,0,626000,401000,2896000,129000,2114000
TAX_520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,102000,0,0
TAX_521,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,91000,0,0,0,0,0,0,0,150000,0,57000
TAX_522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,0,0
TAX_523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000,0,0
TAX_524,0,0,0,0,0,1397000,0,0,0,0,205000,137000,52000,0,0,0,0,0,0,0,0,83000,0,0,0,0,0,93000,0,61000,0,0,0,63000,0,1168000,0,455000
TAX_525,434000,388000,0,204000,90000,2134000,0,0,130000,2155000,719000,1034000,0,897000,627000,593000,516000,440000,0,0,0,278000,73000,67000,0,77000,121000,1384000,182000,109000,840000,729000,0,129000,79000,473000,79000,866000
TAX_526,0,0,0,0,0,0,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131000,0,0,0,0,0,0,0,0,0,0
TAX_527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,0
TAX_528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000,0
TAX_529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116000,0
TAX_530,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,58000,0,0,0,0,100000,0,0,0,0,127000,88000,0,0,0
TAX_531,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_532,0,0,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,51000
TAX_533,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000,0,0,0,0,0,0,57000,0,90000,0,0,0,0,0,533000,57000
TAX_534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83000,0
TAX_535,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000,66000,0,0,0,0,0,0,0,0,0,553000,0
TAX_536,0,51000,0,0,0,79000,0,0,0,87000,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0
TAX_537,102000,110000,0,78000,0,394000,0,0,0,556000,100000,171000,0,195000,125000,0,102000,95000,0,0,0,0,69000,73000,0,0,102000,62000,76000,0,107000,72000,0,226000,133000,0,0,163000
TAX_538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308000,0
TAX_539,0,0,0,0,0,0,0,0,0,384000,0,0,0,289000,212000,0,241000,152000,0,0,0,702000,0,0,0,0,0,140000,0,0,583000,382000,0,0,0,0,469000,0
TAX_540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0
TAX_541,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_542,0,0,0,0,0,0,0,0,0,0,0,0,0,91000,57000,0,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,211000,165000,0,0,0,0,331000,0
TAX_543,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,57000,0
TAX_544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,98000,0
TAX_545,0,0,0,0,0,52000,0,0,0,91000,0,0,0,51000,0,0,0,0,0,63000,79000,551000,0,0,0,0,0,0,0,0,114000,94000,0,0,0,0,433000,0
TAX_546,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000,68000
TAX_547,105000,86000,0,63000,0,447000,0,0,0,423000,60000,73000,0,0,0,0,0,0,0,92000,95000,1126000,0,0,0,75000,105000,84000,87000,0,192000,104000,0,64000,0,197000,634000,669000
TAX_548,73000,84000,0,0,0,112000,0,0,0,216000,0,52000,0,143000,89000,0,80000,103000,0,156000,190000,1735000,0,0,0,0,67000,0,0,0,372000,326000,0,0,0,0,1152000,136000
TAX_549,0,0,0,0,0,182000,0,0,0,156000,0,0,0,0,0,0,0,0,0,0,0,737000,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,286000,213000
TAX_550,163000,107000,0,106000,52000,605000,0,0,53000,50000,422000,88000,0,0,0,0,54000,0,123000,0,0,146000,184000,178000,0,125000,0,0,176000,0,203000,75000,0,200000,235000,79000,350000,162000
TAX_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,76000,0,0,0,0,0,186000,0
TAX_552,85000,75000,0,96000,0,192000,0,0,51000,0,112000,78000,0,0,0,0,0,0,0,0,0,0,120000,114000,0,214000,206000,0,165000,0,100000,65000,0,248000,225000,0,519000,0
TAX_553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0
TAX_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000,77000,0,0,0,0,61000,0
TAX_555,0,0,0,0,0,71000,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000,139000
TAX_556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,0,0
TAX_557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0
TAX_558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,0
TAX_559,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113000,60000,0,0,0,0,0,0
TAX_560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_561,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000,0
TAX_563,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,121000,0,58000,0,0,0,65000,0,201000,0
TAX_564,779000,623000,0,929000,675000,1067000,231000,0,498000,265000,832000,250000,0,728000,641000,0,904000,768000,623000,359000,335000,81000,871000,811000,0,754000,418000,66000,1045000,0,1243000,923000,0,901000,894000,69000,1282000,193000
TAX_565,62000,0,0,0,0,157000,0,0,0,0,68000,0,0,0,0,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,469000,0
TAX_566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,181000,65000,0,0,0,0,229000,0
TAX_567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,0,0,0,0,0,88000,0
TAX_568,155000,118000,0,157000,62000,188000,0,0,0,0,95000,0,0,89000,72000,0,117000,63000,112000,75000,80000,0,55000,57000,0,150000,76000,0,61000,0,368000,182000,0,56000,75000,0,565000,0
TAX_569,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,85000,56000,0,0,0,0,0,0,0,0,0,0,53000,0,269000,103000,0,0,0,0,192000,0
TAX_570,0,0,0,50000,0,0,0,0,0,0,0,0,0,68000,57000,0,85000,0,0,0,0,0,0,0,0,0,0,0,94000,0,212000,77000,0,0,0,0,76000,0
TAX_571,467000,366000,0,696000,375000,657000,159000,0,292000,110000,403000,104000,0,452000,336000,0,501000,388000,344000,194000,168000,0,377000,353000,0,449000,225000,0,543000,0,1009000,640000,0,492000,467000,59000,1011000,68000
TAX_572,0,0,0,0,0,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,54000,0,0,0,0,151000,0
TAX_573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91000,0,0,0,0,0,116000,0
TAX_574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,67000,0
TAX_575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,0,0,0,0,0,141000,0
TAX_576,918000,880000,0,796000,400000,1647000,249000,0,411000,0,1480000,1567000,0,875000,595000,0,658000,355000,204000,464000,484000,0,212000,168000,0,1078000,1283000,0,216000,0,1025000,735000,0,258000,188000,0,1388000,89000
TAX_577,0,0,0,0,0,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000,0,0,0,0,0,77000,0,0,0,0,0,0,0,81000,57000,72000
TAX_578,186000,252000,0,122000,54000,179000,160000,0,77000,0,165000,258000,0,117000,65000,0,51000,0,71000,226000,291000,0,0,0,0,428000,874000,0,0,0,162000,145000,0,0,0,0,389000,0
TAX_579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000,0,0,0,0,0,0,0,0,0,0,0
TAX_580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0
TAX_581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000,260000,0,0,0,0,0,0,0,0,0,0,0
TAX_582,643000,640000,0,108000,56000,1067000,0,0,96000,0,976000,1007000,0,215000,167000,0,255000,147000,0,0,0,0,545000,475000,0,487000,627000,0,206000,0,155000,94000,0,589000,469000,0,276000,0
TAX_583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,0,0,0,0
TAX_584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0
TAX_585,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,59000,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,87000,0,0,0,0,118000,0
