,1903c111_10m_1,1903c111_10m_2,1903c111_10m_3,1903c117_50m_1,1903c117_50m_2,1903c117_50m_3,1903c118_23m_2,1903c118_23m_3,1903c119_11m_2,1903c119_11m_3,1903c122_28m_1,1903c122_28m_2,1903c122_28m_3,1903c123_10m_1,1903c123_10m_2,1903c123_10m_3,1903c124_15m_1,1903c124_15m_2,1903c124_15m_3,1903c126_45m_1,1903c126_45m_2,1903c126_45m_3,1903c127_7m_1,1903c127_7m_2,1903c127_7m_3,1903c129_26m_1,1903c129_26m_2,1903c129_26m_3,1903c144_13m_2,1903c144_13m_3,Las19c107_10m_1,Las19c107_10m_2,Las19c107_10m_3,Las19c135_5m_1,Las19c135_5m_2,Las19c135_5m_3,Las19c138_27m_1,Las19c138_27m_3
TAX_586,0,0,0,199000,108000,0,0,0,92000,0,0,0,0,454000,313000,0,268000,171000,0,0,0,0,0,0,0,0,0,0,201000,0,403000,279000,0,0,0,0,150000,0
TAX_587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0
TAX_588,0,0,0,79000,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,0,0,0,0,0,0,0,82000,0,0,0,100000,57000,0,0,0,0,129000,0
TAX_589,0,0,0,0,0,0,0,0,0,0,0,0,0,92000,58000,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,62000,0,0,0,0,0,0
TAX_590,50000,54000,0,74000,0,75000,0,0,0,0,52000,85000,0,71000,51000,0,0,0,0,0,0,0,127000,104000,0,106000,177000,0,171000,0,66000,53000,0,157000,107000,0,141000,0
TAX_591,309000,377000,0,492000,216000,502000,0,0,251000,0,342000,524000,0,472000,336000,0,304000,152000,0,144000,169000,0,302000,267000,0,692000,1037000,0,327000,0,452000,360000,0,451000,295000,0,878000,59000
TAX_592,146000,156000,0,351000,185000,253000,0,0,174000,0,176000,269000,0,280000,206000,0,176000,117000,0,63000,67000,0,146000,136000,0,227000,362000,0,271000,0,327000,272000,0,203000,161000,0,389000,0
TAX_593,258000,256000,0,317000,190000,944000,0,0,315000,944000,195000,262000,0,513000,346000,70000,404000,345000,0,0,0,608000,564000,598000,0,252000,338000,537000,975000,0,687000,562000,0,1019000,760000,363000,167000,1644000
TAX_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_595,0,0,0,0,0,0,0,0,0,232000,0,0,0,0,0,52000,0,0,0,0,0,119000,0,0,0,0,0,94000,50000,0,0,0,0,0,0,0,0,77000
TAX_596,1588000,1665000,0,947000,450000,3061000,76000,0,747000,1730000,2058000,2220000,0,1288000,1033000,749000,1192000,1175000,0,85000,109000,1967000,1694000,1598000,0,1331000,1448000,648000,1408000,258000,1555000,1342000,0,1934000,1652000,1869000,722000,2947000
TAX_597,543000,628000,0,384000,208000,693000,0,0,367000,0,614000,818000,0,567000,450000,0,429000,277000,0,0,50000,0,286000,277000,0,382000,632000,0,194000,0,549000,476000,0,311000,306000,0,201000,50000
TAX_598,93000,101000,0,0,0,133000,0,0,0,0,0,71000,0,0,0,0,0,0,0,133000,166000,317000,0,0,0,203000,243000,0,0,0,0,0,0,0,0,77000,168000,489000
TAX_599,320000,288000,0,115000,0,1229000,71000,0,0,445000,275000,486000,0,159000,132000,81000,123000,107000,145000,570000,651000,1693000,0,50000,0,530000,724000,65000,64000,0,280000,277000,0,75000,74000,1337000,747000,1721000
TAX_600,76000,86000,0,51000,0,120000,0,0,65000,0,88000,138000,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,66000,0,0,0,0,0,0
TAX_601,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000
TAX_602,0,0,0,0,0,102000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,217000,50000,194000
TAX_603,0,55000,0,0,0,269000,0,0,0,0,50000,111000,0,0,0,0,0,0,0,0,50000,820000,57000,0,0,103000,145000,0,90000,0,0,0,0,56000,0,0,291000,819000
TAX_604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,129000,0,76000
TAX_605,1092000,1138000,0,962000,595000,1662000,262000,0,830000,1362000,1416000,1514000,440000,1226000,1018000,913000,960000,887000,179000,672000,785000,1621000,878000,849000,0,1239000,1410000,705000,948000,533000,1250000,1174000,0,1154000,924000,1583000,1445000,1627000
TAX_606,210000,222000,0,165000,103000,268000,0,0,136000,0,263000,302000,0,260000,227000,0,203000,133000,0,0,0,0,142000,141000,0,131000,212000,0,93000,0,243000,211000,0,174000,141000,0,84000,0
TAX_607,411000,455000,0,221000,134000,893000,71000,0,201000,367000,547000,663000,104000,327000,243000,181000,246000,218000,76000,297000,341000,998000,260000,268000,0,516000,665000,143000,229000,121000,367000,332000,0,387000,306000,688000,703000,955000
TAX_608,72000,81000,0,0,0,336000,0,0,0,66000,104000,125000,0,52000,0,0,0,0,0,0,0,317000,50000,0,0,79000,113000,0,0,0,68000,51000,0,56000,57000,135000,123000,402000
TAX_609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0
TAX_610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0
TAX_611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516000,0,0
TAX_612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83000,0,0
TAX_613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341000,0,0
TAX_614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0
TAX_615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211000,0,0
TAX_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711000,0,0
TAX_617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,0,0
TAX_618,101000,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000,137000,0,0,0,0,0,0
TAX_619,0,0,0,0,0,121000,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,113000,0,0,0,0,0,54000,0,0,0,0,0,0,0,404000,0,240000
TAX_620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,0,0
TAX_621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269000,0,0
TAX_622,0,0,0,0,0,0,0,0,0,0,0,0,0,146000,89000,0,100000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_623,0,0,0,433000,212000,638000,0,0,479000,0,571000,658000,0,167000,109000,0,78000,53000,0,0,0,0,0,0,0,0,0,0,0,0,574000,433000,0,0,0,0,0,0
TAX_624,545000,613000,0,274000,135000,1047000,0,0,286000,0,1168000,1224000,0,457000,315000,0,356000,234000,0,0,0,0,694000,599000,0,524000,795000,0,341000,0,444000,302000,0,743000,609000,0,63000,57000
TAX_625,213000,211000,0,59000,0,165000,106000,0,0,0,104000,50000,0,0,0,0,0,0,82000,101000,107000,0,0,0,0,483000,334000,0,0,0,111000,0,0,0,0,0,585000,106000
TAX_626,1081000,1062000,0,882000,590000,1146000,80000,0,753000,161000,1078000,837000,0,971000,899000,0,956000,830000,58000,85000,90000,58000,884000,812000,0,507000,487000,57000,841000,0,1072000,891000,0,928000,847000,62000,664000,106000
TAX_627,84000,93000,0,0,0,136000,0,0,0,0,124000,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,71000,82000,0,0,0,0,0,0,0,0,0,61000,0
TAX_628,266000,237000,0,167000,71000,431000,0,0,116000,0,388000,223000,0,229000,184000,0,181000,107000,0,0,0,0,97000,99000,0,74000,71000,0,87000,0,272000,181000,0,131000,109000,0,79000,0
TAX_629,295000,265000,0,266000,166000,301000,0,0,219000,0,279000,211000,0,346000,284000,0,333000,253000,0,0,0,0,217000,207000,0,108000,94000,0,257000,0,422000,293000,0,220000,225000,0,172000,0
TAX_630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,0,0,0,0,0,0
TAX_631,154000,131000,0,137000,78000,283000,0,0,110000,0,388000,395000,0,539000,370000,0,337000,173000,0,134000,134000,0,0,0,0,128000,179000,0,109000,0,389000,289000,0,57000,62000,0,84000,0
TAX_632,0,0,0,0,0,91000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,73000,0,0,87000,0,0,0,0,74000,72000,0,107000,0
TAX_633,728000,788000,0,233000,121000,1158000,92000,0,515000,0,821000,1173000,0,80000,78000,0,166000,88000,0,0,0,0,633000,608000,0,599000,948000,0,164000,0,50000,0,0,899000,726000,0,63000,66000
TAX_634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183000,106000,0,0,0,0,578000,0
TAX_635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000,85000,0,0,0,0,0,0,0,0,0,60000,0
TAX_636,291000,236000,0,236000,92000,396000,368000,0,128000,0,230000,144000,0,80000,56000,0,62000,0,86000,96000,102000,0,85000,60000,0,492000,368000,0,88000,0,260000,135000,0,194000,135000,0,1087000,80000
TAX_637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000,62000,0,0,0,0,69000,0
TAX_638,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,0,0,0,0,0
TAX_639,407000,369000,0,223000,106000,537000,66000,0,73000,0,447000,342000,0,367000,270000,0,244000,139000,0,68000,61000,0,0,0,0,268000,248000,0,0,0,568000,337000,0,0,0,0,363000,0
TAX_640,0,0,0,0,0,224000,0,0,0,0,117000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0
TAX_642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0
TAX_643,68000,0,0,74000,0,163000,0,0,0,0,66000,0,0,0,0,0,0,0,55000,0,0,0,0,0,0,106000,0,0,52000,0,168000,0,0,0,58000,53000,195000,0
TAX_644,0,0,0,0,0,124000,0,0,0,0,0,0,0,0,0,0,0,0,74000,0,0,0,0,0,0,58000,0,0,0,0,100000,0,0,0,0,0,205000,0
TAX_645,247000,166000,0,117000,52000,486000,148000,0,0,0,184000,0,0,0,0,0,53000,0,342000,86000,90000,0,0,0,0,381000,133000,0,63000,0,316000,113000,0,58000,0,0,712000,176000
TAX_646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,0,0,0,0
TAX_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,0,0,0,0,0,0,0,0,0
TAX_648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0
TAX_649,149000,107000,0,218000,99000,333000,117000,0,72000,0,155000,0,0,71000,0,0,116000,69000,141000,58000,0,51000,90000,67000,0,215000,68000,0,180000,0,377000,162000,0,126000,119000,0,407000,71000
TAX_650,0,0,0,0,0,67000,0,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,148000,0,0,0,0,0,140000,0
TAX_651,121000,98000,0,126000,62000,277000,0,0,0,0,137000,0,0,0,0,0,54000,52000,160000,62000,56000,0,50000,53000,0,140000,50000,0,129000,0,288000,92000,0,63000,79000,0,440000,0
TAX_652,146000,79000,0,100000,0,344000,0,0,0,0,116000,0,0,0,0,0,0,0,313000,0,51000,70000,0,0,0,132000,0,0,50000,0,359000,99000,0,0,0,0,471000,0
TAX_653,495000,318000,0,620000,457000,944000,241000,0,464000,148000,660000,115000,0,301000,273000,0,467000,410000,261000,0,0,160000,620000,577000,0,379000,137000,0,845000,0,879000,521000,0,561000,717000,67000,731000,275000
TAX_654,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,65000,0,80000,0
TAX_655,95000,62000,0,126000,100000,215000,0,0,91000,0,132000,0,0,59000,0,0,85000,71000,0,0,0,0,123000,102000,0,65000,0,0,167000,0,208000,105000,0,98000,141000,0,155000,52000
TAX_656,0,0,0,0,0,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,0,0,0,0,0,0,0
TAX_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000,0,0,0,0,0,0,0
TAX_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,0,0,94000,0
TAX_659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000,0
TAX_660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234000,54000,0,0,0,0,212000,0
TAX_661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0
TAX_662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233000,59000,0,0,0,0,364000,0
TAX_663,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,56000,0,0,0,0,70000,0,0,0,0,0,372000,0
TAX_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000,0
TAX_665,0,0,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_666,164000,150000,0,0,0,835000,0,0,0,0,850000,742000,0,0,0,0,0,0,0,0,0,0,168000,149000,0,103000,119000,0,0,0,0,0,0,231000,177000,0,138000,0
TAX_667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000,0
TAX_668,97000,58000,0,69000,0,199000,0,0,0,0,107000,0,0,0,0,0,0,0,139000,60000,0,65000,0,0,0,172000,62000,0,0,0,229000,78000,0,0,0,0,690000,0
TAX_669,0,0,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,57000,0,0,0,0,70000,0,0,0,0,80000,0,0,0,0,0,314000,54000
TAX_670,0,0,0,55000,0,0,0,0,0,0,0,0,0,107000,77000,0,67000,54000,0,0,52000,0,0,0,0,0,0,0,0,0,316000,105000,0,0,0,0,529000,0
TAX_671,258000,232000,0,201000,75000,283000,0,0,0,0,169000,69000,0,224000,127000,0,119000,105000,397000,417000,441000,0,0,0,0,152000,115000,0,91000,0,742000,347000,0,0,0,0,1264000,0
TAX_672,101000,70000,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,238000,142000,144000,0,0,0,0,50000,0,0,0,0,120000,0,0,0,0,0,298000,0
TAX_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,95000,0
TAX_674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,0,101000,0
TAX_675,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,83000,0,0,0,0,0,251000,0
TAX_676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,94000,0,0,0,0,0,0,0,0,0,248000,0
TAX_677,113000,82000,0,0,0,56000,0,0,0,62000,0,0,0,53000,0,0,88000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_678,623000,595000,0,0,0,458000,0,0,0,0,369000,412000,0,71000,0,0,241000,143000,0,0,0,0,620000,621000,0,864000,1029000,0,157000,0,157000,102000,0,692000,673000,0,0,184000
TAX_679,325000,306000,0,0,0,126000,0,0,0,0,93000,112000,0,0,0,0,62000,0,0,0,0,0,241000,264000,0,475000,793000,0,0,0,0,0,0,684000,524000,0,0,110000
TAX_680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,50000,0,0,0,0,0,0,0,0,0,0,0
TAX_681,0,0,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000,178000,0,0,0,0,0,0,0,0,0,62000,0
TAX_682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0
TAX_683,85000,75000,0,0,0,210000,148000,0,0,0,166000,199000,0,0,0,0,0,0,69000,202000,217000,0,73000,50000,0,623000,736000,0,0,0,163000,92000,0,116000,85000,0,232000,84000
TAX_684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0
TAX_685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461000,0
TAX_686,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000,0,0,0,0,0,318000,0
TAX_687,0,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,192000,120000,0,0,0,0,0,0,62000,0,0,0,0
TAX_688,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000,55000,0,119000,109000,0,0,0,0,0,0,88000,53000,0,0,0
TAX_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,0,0,0,0,0,115000,0
TAX_690,77000,73000,0,253000,76000,168000,59000,0,99000,0,76000,54000,0,65000,0,0,52000,0,0,0,0,0,318000,253000,0,940000,689000,0,127000,0,192000,78000,0,302000,229000,0,199000,199000
TAX_691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,0,0,137000,88000,0,0,0,0,0,0,75000,52000,0,57000,0
TAX_692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106000,0
TAX_693,78000,61000,0,0,0,158000,0,0,0,0,59000,93000,0,0,0,0,0,0,58000,149000,225000,270000,0,0,0,98000,131000,0,0,0,0,0,0,0,0,0,1369000,0
TAX_694,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,91000,0,69000,0,74000,0,0,0,0,0,1322000,0
TAX_695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193000,0
TAX_696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307000,0
TAX_697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000,133000,0,0,0,0,0,0,0,0,0,54000,62000,0,0,0,0,584000,0
TAX_698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000,85000,0,0,0,0,139000,0
TAX_699,0,60000,0,80000,0,0,0,0,0,0,0,0,0,205000,152000,0,160000,83000,0,117000,115000,0,0,0,0,0,0,0,0,0,338000,313000,0,0,0,0,1198000,0
TAX_700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000,0
TAX_701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106000,0
TAX_702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000,0
TAX_703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_705,0,0,0,0,0,0,0,0,0,82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_706,0,0,0,0,0,88000,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,716000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,125000
TAX_707,0,0,0,0,0,0,0,0,0,496000,0,0,0,55000,0,0,54000,0,0,0,0,284000,0,0,0,0,0,266000,0,0,92000,66000,0,0,0,0,0,0
TAX_708,116000,120000,0,142000,69000,572000,0,0,0,573000,87000,98000,0,124000,79000,0,93000,71000,0,0,0,649000,286000,272000,0,370000,363000,227000,157000,104000,239000,180000,0,360000,324000,302000,235000,737000
TAX_709,147000,144000,0,92000,0,512000,0,0,0,594000,74000,91000,0,60000,50000,93000,0,0,0,85000,122000,898000,94000,101000,0,348000,388000,290000,61000,52000,168000,102000,0,244000,186000,267000,283000,1069000
TAX_710,563000,499000,0,504000,154000,2125000,349000,0,86000,2810000,282000,236000,0,529000,369000,120000,354000,321000,169000,228000,250000,3351000,149000,180000,0,1165000,782000,1099000,105000,177000,1353000,911000,0,438000,239000,2118000,1568000,3419000
TAX_711,0,0,0,0,0,170000,0,0,0,365000,0,0,0,0,0,0,0,0,0,0,0,543000,0,0,0,74000,92000,106000,0,0,131000,76000,0,50000,0,141000,100000,957000
TAX_712,59000,0,0,0,0,196000,0,0,0,212000,0,0,0,0,0,0,0,0,0,0,0,344000,0,0,0,135000,133000,105000,0,0,55000,51000,0,105000,64000,93000,117000,449000
TAX_713,357000,341000,0,253000,92000,1273000,146000,0,67000,1359000,146000,207000,0,126000,108000,290000,125000,92000,77000,54000,66000,2183000,260000,247000,0,822000,965000,731000,113000,149000,399000,292000,0,658000,432000,679000,633000,2787000
TAX_714,276000,262000,0,364000,229000,1248000,84000,0,219000,1252000,197000,320000,0,329000,220000,64000,214000,179000,0,0,0,1426000,684000,683000,0,930000,1090000,534000,468000,265000,591000,399000,0,1142000,843000,640000,556000,1533000
TAX_715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312000
TAX_716,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198000
TAX_717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_719,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218000,0
TAX_721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_722,0,0,0,0,0,0,0,0,0,132000,0,0,0,0,0,0,0,0,0,0,0,620000,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,121000,0
TAX_723,0,0,0,0,0,147000,0,0,0,0,169000,224000,0,0,0,0,0,0,0,108000,149000,0,0,0,0,123000,206000,0,0,0,0,0,0,0,0,0,355000,0
TAX_724,0,0,0,0,0,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,76000,0,89000,0,0,0,0,0,247000,0,0,0,0,0,0,0,0,377000,172000
TAX_725,3243000,2826000,54000,1999000,1543000,6778000,678000,0,898000,2426000,2510000,1621000,82000,2256000,1679000,379000,1781000,1455000,3873000,2357000,2297000,1935000,1860000,2124000,0,2443000,2016000,1222000,2123000,353000,4088000,2653000,47000,1855000,2033000,2300000,7107000,2884000