,r1903c111_10m-3,r1903c117_50m-3,r1903c118_23m-3,r1903c119_11m-3,r1903c122_28m-3,r1903c123_10m-3,r1903c124_15m-3,r1903c126_45m-3,r1903c127_7m-3,r1903c129_26m-3,r1903c144_13m-3,rLas19c107_10m-3,rLas19c135_5m-3,rLas19c138_27m-3,ri1903c111_10m-1,ri1903c111_10m-2,ri1903c117_50m-1,ri1903c118_23m-2,ri1903c119_11m-2,ri1903c122_28m-1,ri1903c122_28m-2,ri1903c123_10m-2,ri1903c124_15m-1,ri1903c124_15m-2,ri1903c126_45m-1,ri1903c126_45m-2,ri1903c127_7m-2,ri1903c129_26m-1,ri1903c129_26m-2,ri1903c144_13m-2,riLas19c107_10m-2,riLas19c135_5m-1,riLas19c135_5m-2,riLas19c138_27m-1
TAX_622,0,75000,0,134000,0,0,0,0,0,0,0,0,0,0,145400,194200,119000,0,0,155000,215000,165800,78800,102800,311000,392400,104400,208800,415400,87200,131800,114400,118200,822400
TAX_623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,59600,0,0,0,0,134000
TAX_624,0,88200,0,118400,0,0,0,0,0,0,0,0,0,0,125000,151800,96600,50200,0,125000,252400,140800,82600,74200,368800,445800,79400,235400,477800,61400,107600,96000,104600,980400
TAX_625,0,0,0,73800,0,0,0,0,0,0,0,0,0,0,69400,79400,52800,0,0,71200,100800,68200,0,0,145200,178800,0,93000,191200,0,56800,0,59000,380200
TAX_626,0,55200,0,121600,0,0,0,0,0,0,0,0,0,0,80200,100000,67000,0,0,88600,124400,91000,0,56800,189800,242000,66200,123800,254400,52400,77400,80400,82800,552800
TAX_627,0,191600,0,321400,0,0,0,58000,0,120200,0,0,0,119200,255600,316200,179000,0,55400,251200,328400,279400,145000,166400,537000,656000,204200,327400,753800,180400,231000,223800,232400,1432000
TAX_628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52600,62800,0,0,74800,0,0,0,0,154200
TAX_629,0,51400,0,96000,0,0,0,0,0,0,0,0,0,0,97600,127400,77200,0,0,109800,170000,107400,56400,66400,241800,291200,71400,155600,320000,57800,83400,75000,87200,632000
TAX_630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800,0,0,0,0,111800
TAX_631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60600,72000,0,0,138200,0,0,0,0,307200
TAX_632,0,0,0,53400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59600,0,0,71200,0,0,0,0,162600
TAX_633,0,0,0,59800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62200,60600,0,0,68600,0,0,0,0,148600
TAX_634,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,77600,203200,0,0,207000,0,0,0,0,640400
TAX_635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109200
TAX_636,0,0,0,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55200,0,0,0,0,0,51800,53000
TAX_637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52600
TAX_638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102200
TAX_639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102200
TAX_640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50600,0,0,53600,0,0,0,0,110200
TAX_641,0,0,0,52600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62200,0,0,64000,0,0,0,0,140000
TAX_642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60800,71600,0,0,84600,0,0,0,0,445000
TAX_643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110400,153600,0,0,176400,0,0,0,0,545200
TAX_644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,0,0,108000
TAX_645,0,57800,0,124200,0,0,0,0,0,65600,0,0,0,0,0,0,0,0,0,0,0,50800,0,0,58600,68800,52400,0,66200,0,0,0,55400,158600
TAX_646,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,52800,62200,0,0,0,0,75800,62600,0,0,101200,123800,0,71200,135400,0,0,0,57800,277400
TAX_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51400,0,0,0,80000,104800,0,52600,104600,0,0,0,0,206600
TAX_648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,73600,0,0,86400,0,0,0,0,179600
TAX_649,0,1818200,0,62600,0,0,706400,94600,0,0,0,0,0,335400,707800,667400,265600,55800,72000,599200,758200,232200,145600,140400,1025400,1146000,77400,1961600,2105400,104800,399600,114400,82200,4411000
TAX_650,0,1883200,0,0,0,0,544000,0,0,0,0,0,0,100200,2249000,2412000,1638400,1058200,460800,2611600,3352200,1385600,763000,694200,3671400,3747400,185600,3537200,3634000,455000,3115400,360000,198400,3743000
TAX_651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62600,0,0,73400,0,0,0,0,143200
TAX_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,76200,0,0,95400,0,0,0,0,188200
TAX_653,0,246600,0,0,0,0,0,0,0,0,0,0,0,0,567000,843200,640000,0,205400,459800,1332800,823400,156000,293200,1710200,2446200,740000,2594600,5476400,531400,844000,680400,477400,6277400
TAX_654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57400,74800,0,0,80800,0,0,0,0,180800
TAX_655,0,995600,0,1024200,0,0,0,1154200,0,977400,0,0,138600,202000,75600,56000,0,0,0,93200,186200,0,0,0,0,55000,0,0,118600,0,73400,0,0,447000
TAX_656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57800
TAX_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89800,87400,0,0,0,77200,126400,0,0,0,192000,336400,0,58400,182000,0,56600,0,0,661600
TAX_658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75200
TAX_659,0,0,0,0,0,0,0,0,0,0,0,0,0,56800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106400
TAX_660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152800
TAX_661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800,70400,0,0,83000,0,0,0,0,164600
TAX_662,0,58200,0,167600,0,0,0,171400,0,102200,0,0,634000,98600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80800
TAX_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81600
TAX_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
TAX_665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89600
TAX_666,0,0,0,61200,0,0,0,0,0,0,0,0,0,0,0,53400,0,0,0,0,57000,55000,0,0,80200,102800,0,55200,112200,0,0,0,50600,198600
TAX_667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
TAX_668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90400
TAX_669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62800
TAX_670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,0,0,0,114000
TAX_671,0,0,0,107000,0,0,0,0,0,0,0,0,0,0,77600,79000,0,0,0,63200,84400,73400,0,0,115000,140000,0,104600,154600,0,57800,56600,63400,367000
TAX_672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69400
TAX_673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65200
TAX_674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000
TAX_675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61800,0,0,63000,0,0,0,0,145600
TAX_676,0,65000,0,93800,0,0,0,0,0,0,0,0,0,0,58400,98200,60800,0,0,85400,108200,88200,0,0,143800,171000,59000,83600,194200,55400,72800,51800,71400,387600
TAX_677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122400
TAX_678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62600,79200,0,0,88800,0,0,0,0,170400
TAX_679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213200
TAX_680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
TAX_681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51600,0,0,55000,0,0,0,0,113800
TAX_682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,203400
TAX_683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50200,0,0,0,0,53000,0,0,0,70200,88600,0,81200,185600,0,0,0,0,367200
TAX_684,0,0,0,52200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57400,0,0,52200,0,0,0,0,130000
TAX_685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54800
TAX_686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,0,0,0,0,258400
TAX_687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57800,0,0,0,0,317400
TAX_688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,53800,0,0,76800,0,0,0,0,236000
TAX_689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63400,77600,0,51000,94400,0,0,0,0,204200
TAX_690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56400,0,0,58000,0,0,0,0,123600
TAX_691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111800,0,0,116200,0,0,0,0,337200
TAX_692,0,0,0,54800,0,0,0,0,0,0,0,0,0,0,51200,59800,0,0,0,53600,81800,52000,0,0,112800,135000,0,75600,140200,0,0,0,0,302600
TAX_693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77400
TAX_694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,0,0,0,82200,109200,0,0,112600,0,0,0,0,196800
TAX_695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,0,0,62600,0,0,0,0,121800
TAX_696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76600,92400,0,0,97000,0,0,0,0,186600
TAX_697,0,0,0,126000,0,0,0,0,0,0,0,0,0,0,228000,239600,100000,0,0,142200,244200,309400,215200,172200,387000,487600,50800,202200,476400,0,260800,103600,97000,1216000
TAX_698,0,197400,0,269600,0,0,0,52800,0,0,0,0,0,0,935600,940200,530600,76200,246000,533200,830600,1559000,1294600,1074800,1624200,1899400,238800,680400,1719000,76800,1696600,724600,639000,5172800
TAX_699,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,106800,109600,67800,0,0,86400,111400,148800,96000,87400,177400,224000,0,121400,217800,0,125400,61000,57200,534200
TAX_700,0,374200,0,279000,0,0,57000,87600,0,186600,0,0,66200,93200,1737400,2138200,562800,58400,86000,1224600,1922200,850600,338200,462400,1194800,1786000,237600,796200,1659400,291800,394200,150000,172400,2418800
TAX_701,0,77400,0,136600,0,0,0,0,0,0,0,0,0,0,160000,267400,70800,0,0,293200,509000,160800,55000,50600,659600,847200,58600,440600,934800,51200,70200,65400,70000,1479600
TAX_702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59800,0,0,0,92000,122200,0,55600,141800,0,0,0,0,217400
TAX_703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118800
TAX_704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,68600,0,0,0,100400,138800,0,71800,151800,0,0,0,0,269000
TAX_705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54200,63600,0,0,67200,0,0,0,0,139600
TAX_706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,68400,0,0,0,85400,101800,0,97400,203400,0,0,0,0,165400
TAX_707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54800,0,0,0,54800,66400,0,0,98400,0,0,0,0,175800
TAX_708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139800
TAX_709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50400
TAX_710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58600
TAX_711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71400
TAX_712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66800
TAX_713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65800
TAX_714,0,0,0,96400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64200,0,0,0,0,52200,63800,67800
TAX_715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50400
TAX_716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
TAX_717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53400
TAX_718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
TAX_719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59200
TAX_720,0,0,0,57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115800
TAX_721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000
TAX_722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000
TAX_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78200
TAX_724,0,0,0,72600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,0,0,61800,0,0,0,0,143600
TAX_725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66400
TAX_726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63400
TAX_727,0,0,0,50200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000
TAX_728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98800
TAX_729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60400
TAX_730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51600
TAX_731,0,0,0,511400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83200
TAX_732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200
TAX_733,0,0,0,166600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_734,0,60800,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60200,0,0,0,0,0,0,0,0,59400,54800,0,157000
TAX_735,0,0,0,147400,0,0,0,67600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65400,0,0,57800
TAX_736,0,0,0,56800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200
TAX_737,0,0,0,151200,0,0,0,0,0,54800,0,0,0,0,0,0,0,0,0,0,57800,56200,0,0,56600,72400,0,0,88000,0,0,0,0,237600
TAX_738,0,301800,0,1274600,0,993200,0,282600,0,487000,0,0,780200,328000,64200,57000,0,0,0,0,0,105800,105200,91200,0,0,0,0,72200,0,187400,0,0,290400
TAX_739,0,0,0,95400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50600,58400,0,0,69600,0,0,0,0,217600
TAX_740,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,169400,217000,0,0,0,0,0,52200,0,0,0,0,0,0,0,0,57200,0,0,54600
TAX_741,0,250000,0,3216400,0,87400,0,314800,0,733600,50200,0,163600,99800,286600,270600,216000,0,83400,69200,77000,703200,459000,402000,164400,194000,80000,59600,244000,92000,1125000,155400,129400,939000
TAX_742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800
TAX_743,0,0,0,59400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,74200,0,0,85000,0,0,0,0,178800
TAX_744,0,0,0,64400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59200
TAX_745,0,0,0,50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63800
TAX_747,0,0,0,81400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50200
TAX_748,0,194600,0,369800,0,0,0,0,0,81000,0,0,0,59600,68800,76400,53800,0,50000,0,0,79400,51600,67200,54400,52800,102600,0,54600,68800,60200,98200,105600,262600
TAX_749,0,272800,0,396600,0,0,0,117000,0,166000,107800,0,101600,167600,158600,172200,126200,114200,157000,117200,79600,170000,108000,120600,116800,118800,208800,94400,129600,183600,142600,224000,230800,316000
TAX_750,0,0,0,1834400,0,0,0,0,0,0,0,0,0,0,647600,662200,338200,69000,115200,0,0,646000,516600,308600,0,0,72800,0,0,0,499000,64200,53200,289600
TAX_751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58600
TAX_752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57400,0,0,0,0,62200,0,0,0,98800,176200,0,75000,199000,0,0,0,0,378400
TAX_753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55200,0,0,0,82600,91400,0,57200,114200,0,0,0,0,202200
TAX_754,0,53800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67000,94400,0,0,0,51400,66800,0,52200,92000,0,0,0,0,291600
TAX_755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84200
TAX_756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000
TAX_757,0,69000,0,67400,0,0,0,0,0,0,0,0,0,0,105600,133400,87800,0,0,127000,203200,163600,0,57600,199600,322000,57800,221200,570800,54200,69400,50800,59400,1389000
TAX_758,0,0,0,69800,0,0,0,0,0,0,0,0,0,0,0,51400,0,0,0,54400,60800,54400,0,0,74000,107200,0,58600,125400,0,0,0,0,266200
TAX_759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71800
TAX_760,0,115000,0,211600,0,0,0,51600,0,90800,0,0,52000,80400,90200,121000,104000,0,0,103600,129000,132600,65600,77200,181800,211000,131800,151400,251000,119200,101200,131600,136000,499400
TAX_761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88400
TAX_762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
TAX_763,0,90800,0,189000,0,0,0,0,0,57000,0,0,0,0,63600,65200,59600,0,0,74400,73400,55800,0,0,94000,93400,0,67400,110400,0,53400,0,0,365400
TAX_764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68200
TAX_765,0,62800,0,65200,0,0,0,0,0,0,0,0,0,0,140400,187600,65800,0,0,181600,350200,112400,53400,51800,397800,497600,56600,401200,1045400,51400,74400,69200,64400,2099800
TAX_766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60800,0,0,60600,0,0,0,0,122400
TAX_767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,140600,160400,0,56400,189000,0,0,0,0,345800
TAX_768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63200,0,0,0,108800,133400,0,73800,146000,0,0,0,0,280800
TAX_769,0,749000,0,110600,0,0,177200,77600,0,0,0,0,0,129800,993000,1377200,277200,200000,0,1615000,3031000,216800,59000,74600,6088200,6637400,0,4685200,6621200,0,186600,0,0,7267400
TAX_770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57800,0,52200,0,0,121600,0,0,0,194800,326200,0,133400,360000,0,0,0,0,687600
TAX_771,0,0,0,68600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,87400,0,54400,103000,0,0,0,0,220800
TAX_772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50600,50800,0,0,0,0,50000,0,0,0,68600,83000,0,0,92400,0,0,0,0,160600
TAX_773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73200
TAX_774,0,0,0,54200,0,0,0,0,0,0,0,0,69400,0,0,0,58600,0,0,0,0,0,0,0,0,0,0,0,59600,0,0,53000,61600,116400
TAX_775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80400
TAX_776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,56800,0,0,0,0,120400